492,JA鳥取いなば吉岡ふれあい館,じぇいえーとっとりいなばよしおかふれあいかん,48286709,12772419,14
494,宝泉寺,ほうせんじ,48286773,12772862,0
495,吉岡温泉ホテル,よしおかおんせんほてる,48286975,12772799,7
496,吉岡温泉,よしおかおんせん,48286854,12772867,110
497,ファミリーマートはくと海岸店,ふぁみりーまーとはくとかいがんてん,48286998,12788486,5
499,吉岡温泉の花湯まつり,よしおかおんせんのはなゆまつり,48287381,12773008,361
500,房島,ぼうじま,48287195,12790424,0
501,新生館,しんせいかん,48287203,12772949,11
504,福寿苑,ふくじゅえん,48287331,12773023,0
506,鳥取市立湖南学園中学校,とっとりしりつこなんがくえんちゅうがっこう,48287330,12773539,0
509,観音寺,かんのんじ,48287546,12736559,0
512,松上神社のサカキ樹林,まつがみじんじゃのさかきじゅりん,48287952,12754451,584
513,JA鳥取いなば北村出張所,じぇいえーとっとりいなばきたむらしゅっちょうしょ,48287649,12736678,18
514,鳥取グランドホテル,とっとりぐらんどほてる,48287013,12772761,0
515,鳥取市立湖南学園小学校,とっとりしりつこなんがくえんしょうがっこう,48287750,12774643,12
518,ペンションみや川,ぺんしょんみやがわ,48287451,12772802,0
519,友楽別館,ゆうらくべっかん,48287857,12773264,0
521,松上神社祭,まつがみじんじゃまつり,48287962,12754448,42
523,吉岡郵便局,よしおかゆうびんきょく,48288119,12773859,1
525,エネオス,えねおす,48288240,12774312,0
530,松原簡易郵便局,まつばらかんいゆうびんきょく,48288758,12777834,7
532,湖南地区公民館分館大郷会館,しょうなんちくこうみんかんぶんかんだいごうかいかん,48288919,12778347,16
533,あじさい公園,あじさいこうえん,48289126,12787199,1374
534,湖山池公園,こやまいけこうえん,48288841,12780535,1025
535,防己尾城跡,つづらおじょうせき,48288860,12780720,1126
536,市立白兎保育園,しりつはくとほいくえん,48289009,12788425,3
537,鳥取市立末恒体育館,とっとりしりつすえつねたいいくかん,48289030,12788220,0
538,とっとり保養センターレーク大樹,とっとりほようせんたーれーくおおき,48289379,12778209,4
540,鳥取明治郵便局,とっとりめいじゆうびんきょく,48289103,12757942,0
542,JA鳥取いなば大郷ふれあい館,じぇいえーとっとりいなばだいごうふれあいかん,48289394,12777386,0
544,湖南自然休養村,こなんしぜんきゅうようむら,48289392,12778198,0
547,JA鳥取いなば末恒ふれあい館,じぇいえーとっとりいなばすえつねふれあいかん,48289447,12788502,11
548,鳥取市立明治小学校,とっとりしりつめいじしょうがっこう,48289472,12758049,1
550,末恒郵便局,すえつねゆうびんきょく,48289608,12787707,2
555,イナバ自動車学校,いなばじどうしゃがっこう,48289718,12776075,0
558,鳥取市立末恒小学校,とっとりしりつすえつねしょうがっこう,48289753,12788346,0
566,末恒第二団地,すえつねだいにだんち,48290070,12785886,7
570,大島,おおしま,48290428,12794572,1
571,溝川(交差点),みぞかわ(こうさてん),48290783,12788488,0
572,学校法人矢谷学園鳥取第5幼稚園,がっこうほうじんやたにがくえんだいごようちえん,48290938,12786637,0
573,末恒第一団地,すえつねだいいちだんち,48291418,12787523,11
574,湖山池,こやまいけ,48291258,12778688,1006
576,デオデオ美萩野店,でおでおみはぎのてん,48291358,12786988,16
578,鳥取銀行末恒出張所,とっとりぎんこうすえつねしゅっちょうじょ,48291439,12786861,1
586,ローソン美萩野団地入口店,ろーそんみはぎのだんちいりぐちてん,48292741,12787862,16
589,中の茶屋(交差点),なかのちゃや(こうさてん),48292879,12787937,147
592,団子島,だんごじま,48291600,12781201,6
593,鳥取県警察学校,とっとりけんけいさつがっこう,48293640,12788568,65
596,老人福祉施設三津白寿苑,ろうじんふくししせつみつはくじゅえん,48294202,12786895,23
600,独立行政法人国立病院機構鳥取医療センター,どくりつぎょうせいほうじんこくりつびょういんきこうとっとりいりょうせんたー,48294741,12786659,74
602,JA鳥取いなば神戸ふれあい館,じぇいえーとっとりいなばかんどふれあいかん,48294862,12745526,1
607,JAいなば燃料センター白兎SS,じぇいえーいなばねんりょうせんたーはくとえすえす,48295071,12788826,14
608,昌福寺,しょうふくじ,48295080,12719052,0
610,小河内川,おごうちがわ,48295103,12733027,0
613,JA鳥取いなば明治ふれあい館,じぇいえーとっとりいなばめいじふれあいかん,48295362,12767587,1
618,浄源寺,じょうげんじ,48295689,12767168,0
619,因州和紙の紙すき2,いんしゅうわしのかみすきに,48295836,12724694,0
